id,item_num,key_field,qty,name,category,serial_no,turnover_ytd,turnover_ltd,repair_cost_ytd,sell_price,current_store,inactive,pos_store_code,rfid_rental_class_num
1,66241,,0,U-BOLT KIT,Parts - Internal Repair/Maint Order,,0.0,0.0,0.0,0.0,2.0,0,,
5,2710,,0,"POSI GRIP 1/2"" RATCHET","Sales, Equip. Related",,0.0,0.0,0.0,45.0,1.0,0,,
6,2709,,0,POSI GRIP SET OF WRENCHS,"Sales, Equip. Related",,0.0,3.0,0.0,69.5,1.0,0,,
22,22,,0,"BAR, 4' ROLLING TUB",Coolers,,0.0,58.0,0.0,0.0,1.0,0,,
23,4127,,0,"BAR, 4' TRAVEL BAR",Coolers,,0.0,36.0,0.0,0.0,1.0,0,,
24,4128,,0,"BAR, 4' BACK BAR",Coolers,,0.0,13.0,0.0,0.0,1.0,0,,
42,2655,,0,"SANDPAPER,  4"" BELT","Sales, Equip. Related",,0.0,714.0,0.0,4.0,1.0,0,,
88,3065,,0,"CHAFER, 8 QT ELECTRIC",Food/Drink Service,,0.0,17.0,0.0,0.0,1.0,0,,
92,62634,,0,"CHAFER, FULLSIZE, STAINLESS STEEL",Food/Drink Service,,9.0,54.0,0.0,176.0,3.0,0,,
93,68203,,0,"CHAFER, FULLSIZE, ROLLTOP, STAINLESS",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
94,68209,,0,"CHAFER, FULLSIZE, ROLLTOP, STAINLESS",EVENT - Beverage & Food Service,,16.0,16.0,0.0,0.0,1.0,0,,
95,62636,,0,"CHAFER, FULLSIZE, ROLLTOP, STAINLESS 8QT",Food/Drink Service,,42.0,247.0,0.0,0.0,3.0,0,,
96,68205,,0,"CHAFER, FULLSIZE, ROLLTOP, STAINLESS",EVENT - Beverage & Food Service,,15.0,53.0,0.0,0.0,4.0,0,,
98,68202,,0,* STAINLESS FULLSIZE WATER PAN,EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
99,68489,,0,* STAINLESS FULLSIZE WATER PAN,EVENT - Beverage & Food Service,,16.0,26.0,0.0,0.0,1.0,0,,
100,62645,,0,* STAINLESS FULLSIZE WATER PAN,Food/Drink Service,,54.0,344.0,0.0,0.0,3.0,0,,
101,68207,,0,* STAINLESS FULLSIZE WATER PAN,EVENT - Beverage & Food Service,,15.0,55.0,0.0,0.0,4.0,0,,
102,68201,,0,"* CRATE, GRAY CHAFER BOX 30""L X 23",EVENT - Beverage & Food Service,,0.0,0.0,0.0,220.0,0.0,0,,
103,68213,,0,"* CRATE, GRAY CHAFER BOX 30""L X 23",EVENT - Beverage & Food Service,,16.0,16.0,0.0,220.0,1.0,0,,
104,61711,,0,"* CRATE, GRAY CHAFER BOX 30""L X 23",Food/Drink Service,,42.0,91.0,0.0,220.0,3.0,0,,
105,68208,,0,"* CRATE, GRAY CHAFER BOX 30""L X 23",EVENT - Beverage & Food Service,,15.0,54.0,0.0,220.0,4.0,0,,
109,68187,,0,"PAN, CHAFER FULLSIZE 4"" DEEP 14-QT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
110,133,,0,"PAN, CHAFER FULLSIZE 4"" DEEP 14-QT",EVENT - Beverage & Food Service,,9.0,9.0,0.0,0.0,1.0,0,,
111,68189,,0,"PAN, CHAFER FULLSIZE 4"" DEEP 14-QT",EVENT - Beverage & Food Service,,2.0,2.0,0.0,0.0,4.0,0,,
112,68491,,0,"PAN, CHAFER, FULLSIZE, 2.5"" DEEP, 8 QT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
113,134,,0,"PAN, CHAFER, FULLSIZE, 2.5"" DEEP, 8 QT",EVENT - Beverage & Food Service,,2.0,676.0,0.0,0.0,1.0,0,,
114,68494,,0,"PAN, CHAFER, FULLSIZE, 2.5"" DEEP, 8 QT",EVENT - Beverage & Food Service,,2.0,17.0,0.0,0.0,4.0,0,,
115,68188,,0,"PAN, CHAFER HALFSIZE 4"" DEEP 8-QT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
116,135,,0,"PAN, CHAFER HALFSIZE 4"" DEEP 8-QT",EVENT - Beverage & Food Service,,0.0,4.0,0.0,0.0,1.0,0,,
117,68190,,0,"PAN, CHAFER HALFSIZE 4"" DEEP 8-QT",EVENT - Beverage & Food Service,,3.0,3.0,0.0,0.0,4.0,0,,
118,68495,,0,"PAN, CHAFER, HALFSIZE 2.5"" DEEP, 4 QT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
119,136,,0,"PAN, CHAFER, HALFSIZE 2.5"" DEEP, 4 QT",EVENT - Beverage & Food Service,,6.0,516.0,0.0,0.0,1.0,0,,
120,68496,,0,"PAN, CHAFER, HALFSIZE 2.5"" DEEP, 4 QT",EVENT - Beverage & Food Service,,4.0,4.0,0.0,0.0,4.0,0,,
129,3210,,0,"CHAIR, STOOL COCKTAIL",Chairs,,0.0,367.0,0.0,0.0,1.0,0,,
131,63093,,0,"CHAIR,  BLACK ALLOYFOLD",Chairs,,9859.0,72497.0,0.0,38.5,3.0,0,,
132,63096,,0,"CHAIR,  WHITE ALLOY-FOLD",Chairs,,5612.0,25913.0,0.0,38.5,3.0,0,,
134,68062,,0,"CHAIR, FOLDING BLACK",EVENT - Chairs & Tables,,0.0,0.0,0.0,11.0,0.0,0,,
135,3382,,0,"CHAIR, FOLDING BLACK",EVENT - Chairs & Tables,,1464.0,82469.0,0.0,11.0,1.0,0,,
137,63094,,0,"CHAIR,  BLACK ON BLACK FOLDING",Chairs,,14262.0,81831.0,0.0,24.75,3.0,0,,
138,68064,,0,"CHAIR, FOLDING BLACK",EVENT - Chairs & Tables,,5687.0,13738.0,0.0,11.0,4.0,0,,
139,68505,,0,"CHAIR, FOLDING BROWN - ER",EVENT - Chairs & Tables,,0.0,0.0,0.0,11.0,0.0,0,,
141,68431,,0,"CHAIR, FOLDING BROWN - Elk River",EVENT - Chairs & Tables,,177.0,2032.0,0.0,11.0,4.0,0,,
142,68506,,0,"CHAIR, FOLDING WHITE (FANBACK)",EVENT - Chairs & Tables,,0.0,0.0,0.0,16.5,0.0,0,,
143,65,,0,"CHAIR, FOLDING WHITE (FANBACK)",EVENT - Chairs & Tables,,62.0,78789.0,0.0,16.5,1.0,0,,
144,72316,,0,"CHAIR, FOLDING WHITE (FANBACK)",EVENT - Chairs & Tables,,890.0,890.0,0.0,16.5,4.0,0,,
146,68079,,0,"CHAIR, GARDEN RESIN PADDED  - WHITE",EVENT - Chairs & Tables,,0.0,0.0,0.0,0.0,0.0,0,,
147,3562,,0,"CHAIR, GARDEN RESIN PADDED  - WHITE",EVENT - Chairs & Tables,,215.0,22446.0,0.0,0.0,1.0,0,,
148,63099,,0,"CHAIR, GARDEN, RESIN PADDED  - WHITE",Chairs,,2266.0,13301.0,0.0,70.4,3.0,0,,
149,68080,,0,"CHAIR, GARDEN RESIN PADDED  - WHITE",EVENT - Chairs & Tables,,188.0,454.0,0.0,0.0,4.0,0,,
156,68507,,0,"CHAIR, FOLDING WHITE",EVENT - Chairs & Tables,,0.0,0.0,0.0,16.5,0.0,0,,
157,72317,,0,"CHAIR, FOLDING WHITE",EVENT - Chairs & Tables,,1296.0,1296.0,0.0,16.5,1.0,0,,
158,68432,,0,"CHAIR, FOLDING WHITE",EVENT - Chairs & Tables,,0.0,1315.0,0.0,16.5,4.0,0,,
162,65105,,0,"CHINA BOWL, WHITE SOUP/SALAD (5)PACK",China Service & Flatware,,36.0,73.0,0.0,0.0,3.0,0,,
166,83,,0,"_CHINA CUP, PLAT/IMPERIAL COFFEE(EACH)",China Service & Flatware,,20.0,1804.0,0.0,5.5,3.0,0,,
168,65089,,0,"CHINA CUP, IMPERIAL COFFEE 20/RACK",China Service & Flatware,,1.0,10.0,0.0,0.0,3.0,0,,
170,65102,,0,"CHINA CUP, WHITE COFFEE 25/RACK",China Service & Flatware,,7.0,19.0,0.0,0.0,3.0,0,,
171,65103,,0,"CHINA MUG, WHITE COFFEE 20/RACK",China Service & Flatware,,0.0,8.0,0.0,0.0,3.0,0,,
173,65104,,0,"CHINA PLATE, WHITE SAUCER 5.75"" (5)PACK",China Service & Flatware,,0.0,10.0,0.0,0.0,3.0,0,,
174,65096,,0,"CHINA PLATE, WHITE DINNER 10.5"" (5)PACK",China Service & Flatware,,204.0,1262.0,0.0,0.0,3.0,0,,
175,65101,,0,"CHINA PLATE, WHITE B&B 6.75"" (5)PACK",China Service & Flatware,,30.0,222.0,0.0,0.0,3.0,0,,
176,65098,,0,"CHINA PLATE, WHITE SALAD 7.75"" (5)PACK",China Service & Flatware,,134.0,511.0,0.0,0.0,3.0,0,,
179,140,,0,"_CHINA PLATE, IMPERIAL B&B 6""(EACH)",China Service & Flatware,,0.0,2126.0,0.0,13.2,3.0,0,,
180,65090,,0,"CHINA PLATE, IMPERIAL B&B 6"" (5) PACK",China Service & Flatware,,0.0,36.0,0.0,0.0,3.0,0,,
184,143,,0,"_CHINA PLATE, IMPERIAL DINNER 10""(EACH)",China Service & Flatware,,50.0,12093.0,0.0,13.2,3.0,0,,
185,65091,,0,"CHINA PLATE, IMPERIAL DINNER 10""(5) PACK",China Service & Flatware,,15.0,462.0,0.0,0.0,3.0,0,,
192,145,,0,"_CHINA PLATE, IMPERIAL SALAD 8""(EACH)",China Service & Flatware,,55.0,6828.0,0.0,5.5,3.0,0,,
194,65094,,0,"CHINA PLATE, IMPERIAL SALAD 8"" (5) PACK",China Service & Flatware,,11.0,95.0,0.0,0.0,3.0,0,,
219,68109,,0,"COFFEE MAKER,  30 CUP",Food/Drink Service,,0.0,0.0,0.0,0.0,0.0,0,,
220,74,,0,"COFFEE MAKER,  55 CUP",Food/Drink Service,,0.0,60.0,0.0,0.0,1.0,0,,
221,72310,,0,"COFFEE MAKER, 90 CUP",EVENT - Beverage & Food Service,,0.0,0.0,0.0,291.5,0.0,0,,
222,75,,0,"COFFEE MAKER, 90 CUP",EVENT - Beverage & Food Service,,0.0,27.0,0.0,0.0,1.0,0,,
223,68430,,0,"COFFEE MAKER, 90 CUP",EVENT - Beverage & Food Service,,0.0,5.0,0.0,291.5,4.0,0,,
224,72440,,0,"COFFEE MAKER,  60 CUP",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
225,3785,,0,"COFFEE MAKER,  60 CUP",EVENT - Beverage & Food Service,,0.0,76.0,0.0,0.0,1.0,0,,
226,68051,,0,"COFFEE MAKER,  55 CUP",EVENT - Beverage & Food Service,,1.0,8.0,0.0,330.0,4.0,0,,
227,63171,,0,"COLUMN, CORINTHIAN WHITE, 3.3ft HIGH",Decor-Columns-Arches,,2.0,17.0,0.0,132.0,3.0,0,,
228,63170,,0,"COLUMN, CORINTHIAN WHITE, 4.3FT HIGH",Decor-Columns-Arches,,0.0,20.0,0.0,165.0,3.0,0,,
229,63173,,0,"COLUMN, CORINTHIAN WHITE, 6FT HIGH",Decor-Columns-Arches,,2.0,12.0,0.0,220.0,3.0,0,,
230,63186,,0,"COLUMN, CORINTHIAN WHITE, 8FT HIGH",Decor-Columns-Arches,,0.0,4.0,0.0,0.0,3.0,0,,
232,68310,,0,"COLUMN, GRECIAN WHITE, 2.6FT HIGH",Decor-Columns-Arches,,0.0,0.0,0.0,55.0,3.0,0,,
233,68311,,0,"COLUMN, GRECIAN WHITE, 3.3FT HIGH",Decor-Columns-Arches,,4.0,6.0,0.0,132.0,3.0,0,,
234,68312,,0,"COLUMN, GRECIAN WHITE, 6FT HIGH",Decor-Columns-Arches,,0.0,0.0,0.0,220.0,3.0,0,,
246,72306,,0,"COOLER BEVERAGE, 3 GAL IGLOO GOTT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
247,72305,,0,"COOLER BEVERAGE, 3 GAL IGLOO GOTT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,1.0,0,,
248,68429,,0,"COOLER BEVERAGE, 3 GAL IGLOO GOTT",EVENT - Beverage & Food Service,,0.0,2.0,0.0,0.0,3.0,0,,
249,3293,,0,"COOLER BEVERAGE, 5 GAL IGLOO GOTT",Coolers,,4.0,182.0,0.0,0.0,3.0,0,,
250,72307,,0,"COOLER BEVERAGE, 10 GAL IGLOO GOTT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
251,72308,,0,"COOLER BEVERAGE, 10 GAL IGLOO GOTT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,1.0,0,,
252,68428,,0,"COOLER BEVERAGE, 10 GAL IGLOO GOTT",EVENT - Beverage & Food Service,,1.0,4.0,0.0,0.0,4.0,0,,
255,68304,,0,"COOLER, CONCESSION, WITH LID, BLUE",Coolers,,4.0,9.0,0.0,550.0,3.0,0,,
256,68305,,0,"COOLER, CONCESSION, WITH LID, RED",Coolers,,2.0,6.0,0.0,550.0,3.0,0,,
260,72302,,0,"COOLER, 2.5 GAL DRINK DISPENSER",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
261,4043,,0,"COOLER, 2.5 GAL DRINK DISPENSER",EVENT - Beverage & Food Service,,11.0,144.0,0.0,0.0,1.0,0,,
262,72300,,0,"COOLER, 2.5 GAL DRINK DISPENSER",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,4.0,0,,
263,68306,,0,"COOLER, INSULATED STOCK TANK, RED",Coolers,,2.0,6.0,0.0,825.0,3.0,0,,
264,3880,,0,"STOCK TANK, OVAL TUB 20""x15"" GALVANIZED",Coolers,,3.0,232.0,0.0,0.0,3.0,0,,
265,72299,,0,"BEVERAGE COOLER, 5 GAL CAMBRO THERMOVAT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
266,72298,,0,"BEVERAGE COOLER, 5 GAL CAMBRO THERMOVAT",EVENT - Beverage & Food Service,,1.0,1.0,0.0,0.0,1.0,0,,
267,3290,,0,"BEVERAGE COOLER, 5 GAL CAMBRO THERMOVAT",Food/Drink Service,,20.0,212.0,0.0,0.0,3.0,0,,
268,68427,,0,"BEVERAGE COOLER, 5 GAL CAMBRO THERMOVAT",EVENT - Beverage & Food Service,,3.0,9.0,0.0,0.0,4.0,0,,
270,72303,,0,"COOLER, ICE TUB 4' GALV SHALLOW",EVENT - Beverage & Food Service,,0.0,0.0,0.0,0.0,0.0,0,,
271,4171,,0,"COOLER, ICE TUB 4' GALV SHALLOW",EVENT - Beverage & Food Service,,4.0,87.0,0.0,0.0,1.0,0,,
272,72304,,0,"COOLER, ICE TUB 4' GALV SHALLOW",EVENT - Beverage & Food Service,,2.0,2.0,0.0,0.0,4.0,0,,
273,68426,,0,"COOLER, LARGE WHITE 100QT",EVENT - Beverage & Food Service,,0.0,0.0,0.0,82.5,0.0,0,,
274,214,,0,"COOLER, LARGE WHITE 100QT",EVENT - Beverage & Food Service,,28.0,697.0,0.0,82.5,1.0,0,,
275,68425,,0,"COOLER, LARGE WHITE 100QT",EVENT - Beverage & Food Service,,18.0,35.0,0.0,82.5,4.0,0,,
278,2672,,0,LP COUPON FREE 20# FILL,Propane Sales,,9.0,120.0,0.0,-19.0,1.0,0,,
279,67160,,0,"LP COUPON, 60 YR - FREE 20# FILL",Propane Sales,,0.0,3.0,0.0,-19.0,0.0,0,,
280,4071,,0,LP APP COUPON BOGO 20# FILL,Propane Sales,,20.0,145.0,0.0,-19.0,1.0,0,,
284,4495,,0,"DISCOUNT, RENTAL DONATION",STORE FEES & DISCOUNTS,,10.0,61.0,0.0,-1.0,0.0,0,,
285,4030,,0,"DISCOUNT, RENTAL TRADE",STORE FEES & DISCOUNTS,,1.0,40.0,0.0,-1.0,0.0,0,,
291,68322,,0,"COTTON CANDY MACHINE, 9 AMP 120V",Concessions,,0.0,0.0,0.0,0.0,3.0,0,,
292,63776,,0,"COTTON CANDY MACHINE, 9 AMP 120V",Concessions,,6.0,52.0,0.0,0.0,3.0,0,,
293,63777,,0,"COTTON CANDY MACHINE, 9 AMP 120V",Concessions,,4.0,26.0,0.0,0.0,3.0,0,,
294,63778,,0,"COTTON CANDY MACHINE, 9 AMP 120V",Concessions,,3.0,17.0,0.0,0.0,3.0,0,,
295,63779,,0,"COTTON CANDY MACHINE, TABLETOP 9A",EVENT - Concession,,0.0,10.0,0.0,0.0,1.0,0,,
296,65132,,0,"COTTON CANDY MACHINE, 9 AMP 120V",Concessions,,0.0,3.0,0.0,0.0,3.0,0,,
297,65133,,0,"COTTON CANDY MACHINE, 9 AMP 120V",Concessions,,0.0,2.0,0.0,0.0,3.0,0,,
298,68324,,0,"COTTON CANDY MACHINE, TABLETOP 9A",EVENT - Concession,,7.0,14.0,0.0,0.0,4.0,0,,
299,68325,,0,"COTTON CANDY MACHINE, TABLETOP 9A",EVENT - Concession,,2.0,4.0,0.0,0.0,4.0,0,,
300,68511,,0,"COTTON CANDY MACHINE, TABLETOP 9A",EVENT - Concession,,0.0,0.0,0.0,0.0,0.0,0,,
314,68178,,0,DUNK TANK,EVENT - A/V & Games,,0.0,0.0,0.0,0.0,0.0,0,,
315,2638,,0,DUNK TANK,EVENT - A/V & Games,,5.0,280.0,0.0,0.0,1.0,0,,
316,68184,,0,DUNK TANK,EVENT - A/V & Games,,16.0,35.0,0.0,0.0,4.0,0,,
321,68301,,0,"FAN, MISTING, 20""",Canopies - Environmental Control,,0.0,0.0,0.0,0.0,0.0,0,,
322,68302,,0,"FAN, MISTING, 20""",Canopies - Environmental Control,,4.0,10.0,0.0,0.0,3.0,0,,
323,68303,,0,"FAN, MISTING, 20""",Canopies - Environmental Control,,3.0,8.0,0.0,0.0,3.0,0,,
324,2639,,0,"FISH HOUSE,TOWABLE SOFTTOP 5x8",Miscellaneous Tool,,0.0,6.0,0.0,0.0,1.0,0,,
341,95,,0,"_FLATWARE FORK, DINNER",China Service & Flatware,,1008.0,18582.0,0.0,5.8,3.0,0,,
342,96,,0,"_FLATWARE FORK, SALAD",China Service & Flatware,,750.0,6111.0,0.0,3.6,3.0,0,,
344,98,,0,"_FLATWARE KNIFE, DINNER",China Service & Flatware,,1008.0,13847.0,0.0,11.55,3.0,0,,
351,101,,0,"_FLATWARE SPOON, TEASPOON (1)",China Service & Flatware,,450.0,7995.0,0.0,4.6,3.0,0,,
352,67269,,0,"_FLATWARE SPOON, TABLESPOON (1)",China Service & Flatware,,390.0,1700.0,0.0,7.7,3.0,0,,
353,72329,,0,"COTTON CANDY MACHINE BUBBLE 26""",EVENT - Concession,,0.0,0.0,0.0,231.0,1.0,0,,
354,72330,,0,"COTTON CANDY MACHINE BUBBLE 26""",EVENT - Concession,,7.0,7.0,0.0,231.0,4.0,0,,
359,103,,0,"FOUNTAIN, 5 GALLON BEVERAGE",Concessions,,0.0,22.0,0.0,0.0,1.0,0,,
363,68332,,0,FROZEN DRINK MACHINE -DOUBLE BARREL,Concessions,,0.0,0.0,0.0,3300.0,3.0,0,,
364,63809,,0,FROZEN DRINK MACHINE -DOUBLE BARREL,Concessions,,3.0,17.0,0.0,3300.0,3.0,0,,
365,63810,,0,FROZEN DRINK MACHINE -DOUBLE BARREL,Concessions,,3.0,12.0,0.0,3300.0,3.0,0,,
366,68333,,0,FROZEN DRINK MACHINE -DOUBLE BARREL,Concessions,,1.0,10.0,0.0,3300.0,3.0,0,,
368,72396,,0,FROZEN DRINK MACHINE - OTC DOUBLE UNIT,Concessions,,5.0,5.0,0.0,1650.0,3.0,0,,
369,68317,,0,FROZEN DRINK MACHINE - OTC (6 AMP),Concessions,,0.0,0.0,0.0,1650.0,3.0,0,,
370,63802,,0,FROZEN DRINK MACHINE - OTC (6 AMP),Concessions,,8.0,48.0,0.0,1650.0,3.0,0,,
371,63803,,0,FROZEN DRINK MACHINE - OTC (6 AMP),Concessions,,8.0,37.0,0.0,1650.0,3.0,0,,
372,65110,,0,FROZEN DRINK MACHINE - OTC (6 AMP),Concessions,,3.0,23.0,0.0,1650.0,3.0,0,,
373,65111,,0,FROZEN DRINK MACHINE - OTC (6 AMP),Concessions,,3.0,17.0,0.0,1650.0,3.0,0,,
374,65112,,0,FROZEN DRINK MACHINE - OTC (6 AMP),Concessions,,3.0,17.0,0.0,1650.0,3.0,0,,
376,72324,,0,FROZEN DRINK MACHINE - OTC (6 AMP),EVENT - Concession,,0.0,0.0,0.0,1650.0,0.0,0,,
377,72363,,0,FROZEN DRINK MACHINE - OTC (6 AMP),EVENT - Concession,,0.0,0.0,0.0,1650.0,1.0,0,,
378,72364,,0,FROZEN DRINK MACHINE - OTC (6 AMP),Concessions,,0.0,0.0,0.0,1650.0,4.0,0,,
379,72365,,0,FROZEN DRINK MACHINE - OTC (6 AMP),EVENT - Concession,,0.0,0.0,0.0,1650.0,4.0,0,,
380,63806,,0,FROZEN DRINK MACHINE -SINGLE BARREL,Concessions,,2.0,5.0,0.0,0.0,3.0,0,,
381,68255,,0,FRUSHEEZE BLUE RASPBERRY 1/2 GALLON,EVENT - Concession Resale,,0.0,0.0,0.0,20.9,0.0,0,,
382,72207,,0,FRUSHEEZE BLUE RASPBERRY 1/2 GALLON,EVENT - Concession Resale,,0.0,0.0,0.0,20.9,1.0,0,,
383,64867,,0,FRUSHEEZE BLUE RASPBERRY 1/2 GALLON,Slushie Sales,,17.0,63.0,0.0,20.9,3.0,0,,
384,68266,,0,FRUSHEEZE BLUE RASPBERRY 1/2 GALLON,EVENT - Concession Resale,,5.0,8.0,0.0,20.9,4.0,0,,
385,68256,,0,FRUSHEEZE CHERRY 1/2 GALLON,EVENT - Concession Resale,,0.0,0.0,0.0,20.9,0.0,0,,
386,72208,,0,FRUSHEEZE CHERRY 1/2 GALLON,EVENT - Concession Resale,,0.0,0.0,0.0,20.9,1.0,0,,
387,64869,,0,FRUSHEEZE CHERRY 1/2 GALLON,Slushie Sales,,15.0,40.0,0.0,20.9,3.0,0,,
388,68265,,0,FRUSHEEZE CHERRY 1/2 GALLON,EVENT - Concession Resale,,0.0,2.0,0.0,20.9,4.0,0,,
390,64865,,0,FRUSHEEZE FRUIT PUNCH 1/2 GALLON,Slushie Sales,,4.0,20.0,0.0,20.9,3.0,0,,
393,64866,,0,FRUSHEEZE MARGARITA 1/2 GALLON,Slushie Sales,,2.0,36.0,0.0,18.0,3.0,0,,
396,64868,,0,FRUSHEEZE PINA COLADA 1/2 GALLON,Slushie Sales,,9.0,49.0,0.0,20.9,3.0,0,,
399,64864,,0,FRUSHEEZE STRAWBERRY DAQ 1/2 GALLON,Slushie Sales,,13.0,46.0,0.0,18.0,3.0,0,,
403,63030,,0,"GAME - VOLLEY BALL  ""COMPLETE SET""",Games & Activities,,1.0,5.0,0.0,242.0,3.0,0,,
412,1907,,0,"_GLASS, CHAMPAGNE FLUTED",Glassware,,375.0,8981.0,0.0,0.0,3.0,0,,
414,65524,,0,"GLASS, CHAMPAGNE FLUTED 25/RACK",Glassware,,15.0,104.0,0.0,6.6,3.0,0,,
416,65525,,0,"GLASS, MARGARITA 16/RACK",Glassware,,2.0,4.0,0.0,7.7,3.0,0,,
423,65520,,0,"GLASS, CHAMPAGNE TRADITIONAL 25/RACK",Glassware,,1.0,29.0,0.0,6.6,3.0,0,,
424,65526,,0,"GLASS, GOBLET 10oz FOOTED 25/RACK",Glassware,,27.0,125.0,0.0,0.0,3.0,0,,
425,65521,,0,"GLASS, GOBLET 14oz STEMMED 25/RACK",Glassware,,0.0,50.0,0.0,0.0,3.0,0,,
428,3335,,0,"_GLASS, HI-BALL",Glassware,,180.0,4678.0,0.0,0.0,3.0,0,,
429,65519,,0,"GLASS, HI-BALL 36/RACK",Glassware,,5.0,40.0,0.0,0.0,3.0,0,,
437,68483,,0,"GLASS, LO-BALL 25/RACK",Glassware,,2.0,10.0,0.0,0.0,3.0,0,,
439,66078,,0,"GLASS, MARTINI STEMMED 9oz 16/RACK",Glassware,,0.0,17.0,0.0,0.0,3.0,0,,
441,1722,,0,"_GLASS, LO-BALL",Glassware,,50.0,1724.0,0.0,0.0,3.0,0,,
444,66079,,0,"GLASS, PILSNER 10oz BEER 36/RACK",Glassware,,0.0,5.0,0.0,5.5,3.0,0,,
447,4245,,0,"_GLASS, STEMLESS",Glassware,,350.0,2462.0,0.0,0.0,3.0,0,,
449,65516,,0,"GLASS, STEMLESS 25/RACK",Glassware,,14.0,63.0,0.0,0.0,3.0,0,,
455,3881,,0,"_GLASS, WINE LARGE RED",Glassware,,400.0,5215.0,0.0,0.0,3.0,0,,
456,4124,,0,"_GLASS, WINE WHITE",Glassware,,450.0,3011.0,0.0,6.6,3.0,0,,
464,65513,,0,"GLASS, WINE LARGE RED 25/RACK",Glassware,,16.0,62.0,0.0,0.0,3.0,0,,
467,65514,,0,"GLASS, WINE WHITE 25/RACK",Glassware,,18.0,55.0,0.0,6.6,3.0,0,,
479,60592,,0,"* HEAT DIFFUSER, AIR (SM HEATER ONLY)",Canopies - Environmental Control,,4.0,45.0,0.0,0.0,3.0,0,,
480,68499,,0,"* HEAT DIFFUSER, AIR (SM HEATER ONLY)",Environmental Control,,0.0,0.0,0.0,0.0,4.0,0,,
481,60595,,0,_HEATER THERMOSTAT FOR TENT,Canopies - Environmental Control,,7.0,66.0,0.0,0.0,3.0,0,,
483,3727,,0,HOTDOG STEAMER,Concessions,,6.0,53.0,0.0,0.0,3.0,0,,
484,72321,,0,"HOTDOG MACH, ROLLER (CAPACITY 50) 12AMP",EVENT - Concession,,0.0,0.0,0.0,495.0,0.0,0,,
485,72320,,0,"HOTDOG MACH, ROLLER (CAPACITY 50) 12AMP",EVENT - Concession,,1.0,1.0,0.0,495.0,1.0,0,,
486,62535,,0,"HOTDOG MACH, ROLLER (CAPACITY 50) 12AMP",Concessions,,3.0,22.0,0.0,495.0,3.0,0,,
487,68337,,0,"HOTDOG MACH, ROLLER (CAPACITY 50) 12AMP",EVENT - Concession,,7.0,9.0,0.0,495.0,4.0,0,,
488,68336,,0,"HOTDOG MACH, ROLLER (CAP. 30)",Concessions,,1.0,5.0,0.0,495.0,3.0,0,,
491,72401,,0,"* CRATE, HP 10x10 ASSEMBLY",Canopy Parts/Installation,,0.0,0.0,0.0,220.0,3.0,0,,
492,72403,,0,"* CRATE, HP 10 x 20 ASSEMBLY",Canopy Parts/Installation,,0.0,0.0,0.0,220.0,3.0,0,,
493,72402,,0,"* CRATE, HP 15x15 ASSEMBLY",Canopy Parts/Installation,,0.0,0.0,0.0,220.0,3.0,0,,
494,72404,,0,"* CRATE, HP 20 x 20 ASSEMBLY",Canopy Parts/Installation,,0.0,0.0,0.0,220.0,3.0,0,,
495,72407,,0,"* CRATE, HP 20 x 30 ASSEMBLY",Canopy Parts/Installation,,0.0,0.0,0.0,220.0,3.0,0,,
496,72405,,0,"* CRATE, HP 30 x 30 ASSEMBLY",Canopy Parts/Installation,,0.0,0.0,0.0,220.0,3.0,0,,
497,72406,,0,"* CRATE, HP HEX 30 x 45 ASSEMBLY",Canopy Parts/Installation,,0.0,0.0,0.0,220.0,3.0,0,,
498,2920,,0,KWIK COVER 8' BANQUET - BLUE,EVENT - Table Cover Sales,,0.0,571.0,0.0,8.25,1.0,0,,
499,68454,,0,KWIK COVER 8' BANQUET - BLUE,EVENT - Table Cover Sales,,6.0,19.0,0.0,8.25,4.0,0,,
500,3578,,0,KWIK COVER 8' BANQUET - BLACK,EVENT - Table Cover Sales,,2.0,266.0,0.0,8.25,1.0,0,,
501,68469,,0,KWIK COVER 8' BANQUET - BLACK,EVENT - Table Cover Sales,,43.0,86.0,0.0,8.25,4.0,0,,
505,2918,,0,KWIK COVER 8' BANQUET - RED,EVENT - Table Cover Sales,,0.0,265.0,0.0,8.25,1.0,0,,
